,Conditions,DateUTC,Dew PointF,Events,Gust SpeedMPH,Humidity,PrecipitationIn,Sea Level PressureIn,TemperatureF,TimeEDT,TimeEST,VisibilityMPH,Wind Direction,Wind SpeedMPH,WindDirDegrees,City,State,Zip
23,Clear,2016-01-07 22:53:00,45.0,,-,67,N/A,30.03,55.9,,5:53 PM,10.0,East,5.8,100,Atlanta,Georgia,30301
24,Overcast,2016-01-07 23:53:00,44.1,,-,64,N/A,30.05,55.9,,6:53 PM,10.0,Calm,Calm,0,Atlanta,Georgia,30301
25,Overcast,2016-01-08 00:53:00,44.1,,-,67,N/A,30.06,55.0,,7:53 PM,10.0,East,4.6,100,Atlanta,Georgia,30301
26,Overcast,2016-01-08 01:10:00,44.1,,-,67,N/A,30.04,55.0,,8:10 PM,10.0,North,-9999.0,0,Atlanta,Georgia,30301
27,Overcast,2016-01-08 01:53:00,44.1,,-,67,N/A,30.06,55.0,,8:53 PM,10.0,East,4.6,100,Atlanta,Georgia,30301
28,Overcast,2016-01-08 02:53:00,44.1,,-,67,N/A,30.06,55.0,,9:53 PM,10.0,East,5.8,100,Atlanta,Georgia,30301
29,Overcast,2016-01-08 03:53:00,44.1,,-,67,N/A,30.04,55.0,,10:53 PM,10.0,East,5.8,90,Atlanta,Georgia,30301
30,Overcast,2016-01-08 04:53:00,44.1,,-,69,N/A,30.03,54.0,,11:53 PM,10.0,Variable,3.5,0,Atlanta,Georgia,30301
0,Overcast,2016-01-08 05:53:00,45.0,,-,74,0.00,30.02,53.1,,12:53 AM,10.0,Variable,5.8,0,Atlanta,Georgia,30301
1,Light Rain,2016-01-08 06:53:00,46.9,Rain,-,86,0.03,30.01,51.1,,1:53 AM,10.0,Calm,Calm,0,Atlanta,Georgia,30301
2,Light Rain,2016-01-08 07:53:00,46.9,Rain,-,89,0.02,30.00,50.0,,2:53 AM,8.0,Variable,3.5,0,Atlanta,Georgia,30301
3,Rain,2016-01-08 08:48:00,46.4,Rain,-,93,0.11,30.01,48.2,,3:48 AM,2.0,Calm,Calm,0,Atlanta,Georgia,30301
4,Rain,2016-01-08 08:53:00,48.0,Rain,-,97,0.14,30.01,48.9,,3:53 AM,2.5,East,3.5,90,Atlanta,Georgia,30301
5,Rain,2016-01-08 09:00:00,46.9,Rain,-,96,0.02,30.01,48.0,,4:00 AM,3.0,East,4.6,90,Atlanta,Georgia,30301
